0,4,0,1
1,4,0,1
2,4,1,0
3,4,1,0
4,3,2,0
5,3,2,0
6,4,1,0
7,4,1,0
8,4,0,1
9,4,0,1
10,4,0,1
11,4,1,0
12,4,1,0
13,4,1,0
14,3,2,0
15,3,2,0
16,4,1,0
17,4,1,0
18,4,0,1
19,4,0,1
20,4,0,1
21,4,1,0
22,4,1,0
23,4,1,0
24,3,2,0
25,3,2,0
26,4,1,0
27,4,1,0
28,4,0,1
29,4,0,1
30,4,1,0
